,Season,TeamID,OppID,W,Tconf,Oconf,seed_diff,WP_diff,com_diff,Scorediff,FGMdiff,FGAdiff,FGM3diff,FGA3diff,FTMdiff,FTAdiff,ORdiff,DRdiff,Astdiff,TOdiff,Stldiff,Blkdiff,PFdiff,rank_diff
0,2003,1421,1411,1,31,29,0,0.17172675521821634,0.0,-1.5931034482758548,-0.35402298850574,1.5264367816092062,0.549425287356323,-0.5,-1.4344827586206854,-7.13563218390804,-0.8908045977011465,-1.6275862068965523,-1.1655172413793125,0.9735632183908098,0.6356321839080454,0.7666666666666666,0.8034482758620669,-69.83870967741936
1,2003,1436,1112,0,32,29,15,-0.006238859180035639,0.0,-17.42118226600985,-5.493842364532018,-9.852216748768456,-1.7598522167487696,-4.588669950738918,-4.673645320197043,-5.448275862068961,-2.213054187192114,-1.918719211822662,-3.435960591133002,-0.7167487684729039,-1.6022167487684724,-1.248768472906404,-1.8534482758620694,57.680789600385175
2,2003,1113,1272,1,29,13,3,0.02751423149905119,0.0,1.448275862068968,0.9310344827586192,-3.103448275862071,-3.0,-7.482758620689646,2.5862068965517224,3.3103448275862064,-0.3793103448275854,-2.655172413793096,-1.068965517241379,0.20689655172414056,-2.1724137931034484,-0.8275862068965525,0.6551724137931068,-74.19254032258064
3,2003,1141,1166,1,32,2,5,-0.1118279569892473,0.0,0.10240334378264038,-2.0762800417972826,-4.764890282131667,-1.1421107628004163,-2.553814002089858,5.397074190177639,5.142110762800417,-0.2925809822361565,0.09404388714733614,-1.197492163009402,4.8777429467084605,-1.2904911180773269,-0.45454545454545414,3.6927899686520362,141.9077620967742
4,2003,1143,1301,1,32,16,-1,-0.39818548387096775,0.0,2.08275862068966,3.011494252873561,5.390804597701134,-1.55287356321839,-5.46551724137931,-2.387356321839082,-0.9494252873563234,1.508045977011495,2.3459770114942593,1.3333333333333357,-0.027586206896552667,-1.2149425287356328,-0.2735632183908052,-1.5632183908046002,188.89264112903226
5,2003,1163,1140,1,1,32,-7,-0.2683823529411765,0.0,7.581720430107524,5.501075268817203,10.941935483870964,-0.12688172043010582,-0.4290322580645167,-3.2935483870967754,-2.0612903225806427,3.8956989247311835,3.480645161290319,2.213978494623655,2.0580645161290363,-1.0021505376344084,5.2172043010752684,-3.019354838709681,75.53456221198158
6,2003,1181,1161,1,4,1,-11,0.4652981427174975,0.0,7.966666666666669,0.9666666666666721,8.233333333333341,3.133333333333332,9.033333333333337,2.8999999999999986,3.8000000000000007,2.966666666666667,-0.3666666666666636,-1.6666666666666643,-2.0999999999999996,3.166666666666667,0.9000000000000004,0.6999999999999993,-221.53490611458835
7,2003,1153,1211,0,0,7,-1,0.0,0.0,-9.743087557603701,-3.1716589861751174,1.2269585253456086,-0.4827188940092162,0.4354838709677402,-2.917050691244235,-3.1094470046082954,0.20737327188940213,-1.929723502304146,-3.4562211981566797,-3.9412442396313363,-1.627880184331799,0.7338709677419355,0.31912442396314233,-3.6716417910447756
8,2003,1443,1228,0,0,9,9,0.2776148582600196,0.0,-2.336559139784967,-1.3903225806451616,0.1032258064516185,0.2763440860215054,0.8655913978494603,0.16774193548386762,1.996774193548383,2.4279569892473134,-2.1419354838709666,-4.073118279569892,1.9946236559139816,0.06451612903225801,0.448387096774193,-0.681720430107525,-54.6799795186892
9,2003,1242,1429,1,11,31,-13,0.3092691622103386,0.0,15.36666666666666,6.533333333333331,10.366666666666667,0.7666666666666666,2.0,1.5333333333333332,3.899999999999995,1.6666666666666679,4.533333333333328,2.833333333333334,2.666666666666668,5.066666666666666,2.9000000000000004,0.5999999999999979,-138.30909966297546
